指标名称,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
资金流量表:实物交易:运用:最终消费:政府消费:政府部门,3492.3,4499.7,5986.2,6690.5,7851.6,8724.87,9484.8,10388.33,15661.4,17498,18759.9,20035.7,22334.12,26398.83,30528.4,35900.4,41752.1,45690.2,53356.4,63154.9,71409,81245.9,85773,96286.4,106467,119188,99513.75291
资金流量表:实物交易:运用:最终消费:政府消费:国内合计,3492.3,4499.7,5986.2,6690.5,7851.6,8724.87,9484.8,10388.33,15661.4,17498,18759.9,20035.7,22334.12,26398.83,30528.4,35900.37,41752.1,45690.2,53356.4,63154.9,71409,81245.9,85773,96286.4,106467,119188,99513.75291
资金流量表:实物交易:运用:资本转移:合计,986.6,1345.59,1473.46,1611.41,2112.19,2130.71,2137.94,3705.21,2946.39,3459.56,3676.21,4078.62,1575.23,2267.03,2530.16,3179.2,3949.25,5556.98,6791.33,8656.33,9646.26,11651.48,12316.92,12626.79,9066.83,9922.072,11823.90532
资金流量表:实物交易:运用:资本转移:非金融企业部门,,,,,,,,,8.39,10.33,20.51,37.28,75.04,140.31,231.47,403.1,537.43,719.56,1278.3,2005.32,2661.77,3196.8,3816,3736.57,,,
资金流量表:实物交易:运用:资本转移:政府部门,986.6,1345.59,1473.46,1611.41,2112.19,2128.99,2134.05,3700.49,2938,3449.23,3655.7,4041.34,1500.19,1786.34,1971.65,2524.05,3181.22,3830.95,5187.05,6230.7,6640.07,7793.58,8283.13,8762.86,9045.82,9906.668,11803.84016
资金流量表:实物交易:运用:资本转移:住户部门,,,,,,1.72,3.89,4.72,,4,,,,,,,,,,57.29,57.29,384.61,98.69,95.6,,,
资金流量表:实物交易:运用:资本转移:国内合计,986.6,1345.59,1473.46,1611.41,2112.19,2130.71,2137.94,3705.21,2946.39,3459.56,3676.21,4078.62,1575.23,1926.65,2203.12,2927.15,3718.65,4550.51,6465.35,8293.31,9359.13,11374.99,12197.81,12595.04,9045.82,9906.668,11803.84016
资金流量表:实物交易:运用:资本转移:国外部门,,,,,,,,,,,,,,340.38,327.04,252.05,230.6,1006.46,325.98,363.02,287.13,276.48,119.11,31.75,21.01,15.4043,20.065165
资金流量表:实物交易:运用:资本转移:投资性补助:合计,,,,,,,,,2938,3449.23,3655.7,4041.34,1494.47,1781.97,1965.09,2507.66,3162.57,3817.29,5174.52,6219.44,6622.54,7707.34,8161.88,8750.6,9002.04,9884.905,11745.66652
资金流量表:实物交易:运用:资本转移:投资性补助:政府部门,,,,,,,,,2938,3449.23,3655.7,4041.34,1494.47,1781.97,1965.09,2507.66,3162.57,3817.29,5174.52,6219.44,6622.54,7707.34,8161.88,8750.6,9002.04,9884.905,11745.66652
资金流量表:实物交易:运用:资本转移:投资性补助:国内合计,,,,,,,,,2938,3449.23,3655.7,4041.34,1494.47,1781.97,1965.09,2507.66,3162.57,3817.29,5174.52,6219.44,6622.54,7707.34,8161.88,8750.6,9002.04,9884.905,11745.66652
资金流量表:实物交易:运用:资本转移:其他:合计,,,,,,,,,8.39,10.33,20.51,37.28,80.75,485.06,565.08,671.55,786.68,1739.68,1616.8,2436.88,3023.72,3944.13,4155.04,3876.19,64.8,37.16701,78.238801
资金流量表:实物交易:运用:资本转移:其他:非金融企业部门,,,,,,,,,8.39,10.33,20.51,37.28,75.04,140.31,231.47,403.1,537.43,719.56,1278.3,2005.32,2661.77,3196.8,3816,3736.57,,,
资金流量表:实物交易:运用:资本转移:其他:政府部门,,,,,,,,,,,,,5.71,4.37,6.57,16.4,18.65,13.66,12.53,11.25,17.53,86.23,121.25,12.27,43.79,21.76271,58.173637
资金流量表:实物交易:运用:资本转移:其他:住户部门,,,,,,,,,,,,,,,,,,,,57.29,57.29,384.61,98.69,95.6,,,
资金流量表:实物交易:运用:资本转移:其他:国内合计,,,,,,,,,8.39,10.33,20.51,37.28,80.75,144.68,238.04,419.5,556.08,733.22,1290.83,2073.86,2736.59,3667.65,4035.94,3844.44,43.79,21.76271,58.173637
资金流量表:实物交易:运用:资本转移:其他:国外部门,,,,,,,,,,,,,,340.38,327.04,252.05,230.6,1006.46,325.98,363.02,287.13,276.48,119.11,31.75,21.01,15.4043,20.065165
资金流量表:实物交易:运用:资本形成总额:合计,9636,14998,19260.6,23877,26867.17,28457.63,29545.9,30701.6,34842.8,39769.4,45565.03,55963,69168.4,77856.9,92954.08,110943.3,138325.2,164463.2,193603.9,228344.3,252773.2,274176.7,302717.4,312835.7,329137.6,363955,402585.1477
资金流量表:实物交易:运用:资本形成总额:非金融企业部门,7549.46,12199.4,15361.57,19036.05,20613.59,21458.47,22201.66,23139.99,24058.47,27733.28,30660.89,36367.43,44090.41,47514.63,62000.05,76258.6,95647.7,110710.3,129794.4,147080.4,163348.1,172643.3,191859.1,200717.9,228317.7,258780.1,227174.0154
资金流量表:实物交易:运用:资本形成总额:金融机构部门,42.57,80.5,148.86,177.39,181.12,195.51,188.16,150.73,110.34,156.41,183.21,65.75,68.61,76.33,87.16,108.44,180.67,228.31,296.23,400.09,530.57,636.28,672.96,641.52,635.23,711.9443,2005.398422
资金流量表:实物交易:运用:资本形成总额:政府部门,595.98,954.8,1339.71,1596.62,1851.49,2324.56,2721.71,2823.41,2986.62,3390.03,4017.13,6265.59,7568.31,8385.83,10231.43,11571.37,15064.77,19574.25,22900.04,23868.36,26122.43,28262.61,33577.3,37759.32,47513.25,53434.08,70526.17246
资金流量表:实物交易:运用:资本形成总额:住户部门,1447.99,1763.3,2410.46,3066.94,4220.97,4479.09,4434.37,4587.47,7687.37,8489.69,10703.8,13264.24,17441.07,21880.12,20635.44,23004.84,27432.04,33950.37,40613.21,56995.32,62772,72634.39,76607.94,73716.9,52671.41,51028.89,102879.5615
资金流量表:实物交易:运用:资本形成总额:国内合计,9636,14998,19260.6,23877,26867.17,28457.63,29545.9,30701.6,34842.8,39769.4,45565.03,55963,69168.4,77856.9,92954.08,110943.3,138325.2,164463.2,193603.9,228344.3,252773.2,274176.7,302717.4,312835.7,329137.6,363955,402585.1477
资金流量表:实物交易:运用:资本形成总额:固定资本形成总额:合计,8317,12980,16856.3,20300.5,23336.07,25154.2,27630.8,29475.5,33844.4,37754.5,43632.13,53490.7,65117.7,74232.9,87954.06,103948.6,128084.4,156679.8,183615.2,215682,241756.8,263027.9,290053,301503,318083.6,349369,393847.8951
资金流量表:实物交易:运用:资本形成总额:固定资本形成总额:非金融企业部门,6456.46,10468.4,13397.17,15966.25,18092.29,19204.71,20976.56,22305.66,23254.07,25192.79,29167.47,33970.05,40459.41,44266.12,57518.09,69988.69,88272.21,105104.7,122600.5,137961,155414.1,164613.9,182738.2,192556,219125.2,246650.3,219484.1288
资金流量表:实物交易:运用:资本形成总额:固定资本形成总额:金融机构部门,42.57,80.5,148.86,177.39,181.12,195.51,188.16,150.73,110.34,156.41,183.21,65.75,68.61,76.33,87.16,108.44,180.67,228.31,296.23,400.09,530.57,636.28,672.96,641.52,635.23,711.9443,2005.398422
资金流量表:实物交易:运用:资本形成总额:固定资本形成总额:政府部门,595.98,954.8,1339.71,1596.62,1851.49,2324.56,2721.71,2823.41,2986.62,3390.03,4017.13,6265.59,7568.31,8385.83,10231.43,11571.37,14713.13,19306.99,22557.06,23433.57,25744.16,27879.79,33142.44,37370.19,46592.7,52219.38,70477.63244
资金流量表:实物交易:运用:资本形成总额:固定资本形成总额:住户部门,1221.99,1476.3,1970.56,2560.24,3211.17,3429.42,3744.37,4195.7,7493.37,9015.27,10264.32,13189.32,17021.37,21504.63,20117.38,22280.11,24918.39,32039.85,38161.37,53887.33,60068,69897.9,73499.44,70935.26,51730.5,49787.33,101880.7354
资金流量表:实物交易:运用:资本形成总额:固定资本形成总额:国内合计,8317,12980,16856.3,20300.5,23336.07,25154.2,27630.8,29475.5,33844.4,37754.5,43632.13,53490.7,65117.7,74232.9,87954.06,103948.6,128084.4,156679.8,183615.2,215682,241756.8,263027.9,290053,301503,318083.6,349369,393847.8951
资金流量表:实物交易:运用:资本形成总额:存货增加:合计,1319,2018,2404.3,3576.5,3531.1,3303.43,1915.1,1226.1,998.4,2014.9,1932.9,2472.3,4050.7,3624,5000.02,6994.64,10240.78,7783.4,9988.7,12662.3,11016.4,11148.8,12664.4,11332.7,11054,14586,8737.252666
资金流量表:实物交易:运用:资本形成总额:存货增加:非金融企业部门,1093,1731,1964.4,3069.8,2521.3,2253.76,1225.1,834.33,804.4,2540.49,1493.42,2397.38,3631,3248.51,4481.96,6269.91,7375.49,5605.61,7193.87,9119.4,7934.02,8029.38,9120.91,8161.82,9192.5,12129.76,7689.886556
资金流量表:实物交易:运用:资本形成总额:存货增加:政府部门,,,,,,,,,,,,,,,,,351.64,267.26,342.98,434.79,378.27,382.82,434.86,389.13,920.55,1214.696,48.540023
资金流量表:实物交易:运用:资本形成总额:存货增加:住户部门,226,287,439.9,506.7,1009.8,1049.67,690,391.77,194,-525.59,439.48,74.92,419.7,375.49,518.06,724.73,2513.65,1910.53,2451.84,3107.99,2704,2736.5,3108.5,2781.63,940.92,1241.565,998.826087
资金流量表:实物交易:运用:资本形成总额:存货增加:国内合计,1319,2018,2404.3,3576.5,3531.1,3303.43,1915.1,1226.1,998.4,2014.9,1932.9,2472.3,4050.7,3624,5000.02,6994.64,10240.78,7783.4,9988.7,12662.3,11016.4,11148.8,12664.4,11332.7,11054,14586,8737.252666
资金流量表:实物交易:运用:其他非金融资产获得减处置:非金融企业部门,,,,,,,,,445.71,969.79,1808.62,4798.62,5011.23,4635.28,6343.84,9633.21,8758.28,14101.08,21689.03,23626.19,20769.81,30833.33,23924.24,21345.58,29322.78,41101.31,51817.75991
资金流量表:实物交易:运用:其他非金融资产获得减处置:政府部门,,,,,,,,,-298.39,-649.24,-1210.81,-3212.51,-3425.14,-3179.88,-4345.77,-6611.31,-4421.97,-7530.6,-11799.5,-9033.19,-6317.99,-7461.69,-6444.08,-5749.51,-10234.8,-14346,-18086.45305
资金流量表:实物交易:运用:其他非金融资产获得减处置:住户部门,,,,,,,,,-147.32,-320.55,-597.81,-1586.1,-1586.1,-1455.4,-1998.06,-3021.89,-4336.3,-6570.48,-9889.5,-14593,-14451.8,-23371.6,-17480.2,-15596.1,-19088,-26755.3,-33731.30686
资金流量表:实物交易:运用:净金融投资:合计,774.5,133.81,68.73,-32.35,-445.72,-431.67,-658.1,-605.63,465.6,627.2,-142.92,-790.61,-1078.3,-2486.08,-6398.2,-788.9,-1929.02,-7872.3,-1303.7,484.95,-9929.14,-1718.44,-3207.92,-8396.6,-2437.81,5068.838,3501.29398
资金流量表:实物交易:运用:净金融投资:非金融企业部门,-3276.16,-5659.86,-6829.43,-8246.91,-10010.07,-9049.62,-9463.52,-8303.51,-4425.78,-5943.45,-7524.84,-12826.9,-14435.6,-13520.4,-23923.2,-29579.3,-36329.9,-57542.5,-75518.1,-87502,-101281,-98761.7,-95175.2,-103871,-130197,-150998,-93337.54175
资金流量表:实物交易:运用:净金融投资:金融机构部门,231.07,319.03,287.96,263.72,420.17,93.23,285.11,301.02,408.24,1100.01,1744.32,2801.14,3007.02,3024.32,4216.28,5176.09,6925.51,8177.39,12910.32,14779.09,16324.78,14326.92,15259.85,22020.78,28981.66,33925.99,23713.28849
资金流量表:实物交易:运用:净金融投资:政府部门,-9.95,-139.77,-371.52,-393.91,-322.45,-300.32,-784.69,-1865.81,-6965.18,-7353.5,-5695.46,-5146.02,-1384.86,-336.74,1897.66,8462.73,5735.99,2044.99,6076.57,8408.07,6453.79,4393.49,4418.68,-6009.02,-20401.7,-21036.1,-44968.49652
资金流量表:实物交易:运用:净金融投资:住户部门,4182.48,4928.51,7641.78,8479.8,10069.69,10785.93,11329.1,10427.71,13144.02,14260.3,14260.73,17940.51,17435.46,19526.74,30213.54,42243.18,51160.17,56337.88,71639.43,74356.37,82437.09,87703.49,89343.48,98432.67,132508.2,156290.5,120028.3109
资金流量表:实物交易:运用:净金融投资:国内合计,1127.43,-552.09,728.78,102.69,157.33,1529.22,1366,559.41,2161.3,2063.36,2784.74,2768.77,4622.07,8693.94,12404.31,26302.71,27491.77,9017.73,15108.26,10041.41,3934.31,7662.05,13846.73,10573.14,10891.39,18182.55,5435.561086
资金流量表:实物交易:运用:净金融投资:国外部门,-352.93,685.9,-660.05,-135.04,-603.05,-1960.89,-2024.1,-1165.05,-1695.7,-1436.16,-2927.66,-3559.39,-5700.37,-11180,-18802.5,-27091.6,-29420.8,-16890,-16412,-9556.46,-13863.5,-9380.5,-17054.7,-18969.7,-13329.2,-13113.7,-1934.267107
